,MovieID,UserID,Rating,Date
2802640,501,141,4,2003-11-16
3741014,709,141,4,2004-05-10
141,1,141,5,2004-10-19
2931601,550,141,4,2003-12-04
2514613,468,141,3,2004-05-25
4002223,759,141,4,2004-02-08
1669041,325,141,4,2005-08-17
3615481,696,141,3,2004-02-22
1924339,357,141,4,2004-07-05
2091892,393,141,4,2005-11-12
1687710,329,141,4,2003-07-23
2822897,511,141,3,2003-06-12
3517904,672,141,3,2004-06-13
3622565,700,141,4,2004-03-07
4472883,883,141,1,2003-04-23
1479434,311,141,1,2004-10-23
959698,216,141,4,2004-11-29
4985762,994,141,3,2005-07-26
3202443,599,141,3,2004-06-28
4878983,985,141,5,2003-05-28
503505,148,141,4,2004-07-04
1158584,268,141,3,2004-11-01
3404102,646,141,3,2005-03-18
2748895,486,141,3,2005-04-22
2295764,442,141,5,2004-04-15
3567271,688,141,4,2004-02-14
92403,29,141,4,2004-03-07
3428127,658,141,3,2003-11-23
3348986,629,141,3,2004-08-25
2614584,482,141,4,2004-02-22
123587,30,141,4,2004-08-29
3844951,746,141,4,2004-02-08
4505409,886,141,4,2005-04-22
742363,191,141,4,2003-11-28
388805,111,141,3,2005-11-22
2756610,489,141,4,2005-01-23
2999573,564,141,4,2005-11-12
1743684,330,141,3,2004-08-21
3188419,585,141,4,2005-05-03
2770328,494,141,3,2004-03-07
4167151,798,141,4,2004-02-14
3053950,571,141,4,2004-07-28
3241833,607,141,3,2004-03-12
3569813,689,141,4,2005-05-23
600918,175,141,1,2004-03-16
4955903,989,141,3,2005-02-12
1256721,275,141,4,2005-08-29
468117,143,141,4,2004-02-08
4119742,789,141,3,2004-01-31
4707644,937,141,4,2004-02-08
907513,199,141,3,2003-05-28
2917121,548,141,2,2004-02-22
3193299,588,141,4,2004-11-13
4335366,833,141,4,2005-08-09
420762,118,141,5,2005-03-05
443081,127,141,3,2003-11-16
2064143,381,141,3,2005-06-11
3491011,662,141,5,2004-01-30
2136488,406,141,3,2005-07-08
318636,83,141,4,2004-02-14
677859,185,141,3,2004-03-08
4756925,953,141,5,2005-01-23
4050889,783,141,4,2005-08-09
1821886,334,141,3,2005-10-30
266683,58,141,4,2004-10-03
1271489,283,141,4,2005-08-09
1279883,285,141,5,2004-03-12
4031574,763,141,3,2005-11-12
293827,77,141,4,2005-11-12
4262879,818,141,3,2004-01-31
1396939,299,141,3,2004-04-12
4641302,898,141,4,2003-05-25
4606011,896,141,4,2004-02-16
4333257,833,3,4,2004-02-16
4370153,851,3,4,2004-04-22
262250,58,3,3,2005-01-22
4350536,843,3,4,2005-11-23
2369139,457,3,4,2004-10-14
4982326,994,3,3,2004-01-25
2825901,516,3,4,2004-09-11
1162725,269,3,4,2004-02-18
4259220,818,3,3,2004-11-05
4310202,831,3,3,2004-07-20
415825,118,3,3,2005-02-14
52546,28,3,3,2004-08-08
2289227,442,3,5,2004-03-06
4273579,819,3,4,2004-01-25
2498872,468,3,4,2004-05-14
1276275,285,3,3,2004-01-25
3192780,588,3,4,2005-10-02
2224327,420,3,3,2004-02-25
1157170,268,3,2,2004-10-20
2177493,413,3,4,2004-01-25
3215804,607,3,4,2004-02-02
340984,97,3,3,2005-09-23
4642499,900,3,4,2005-10-04
4598088,896,3,4,2004-02-02
2220199,417,3,5,2004-12-14
4701502,937,3,4,2005-02-14
2849,5,3,1,2005-04-27
92838,30,3,4,2004-06-10
1003204,232,3,5,2004-03-05
4477332,886,3,4,2005-09-12
2656377,483,3,4,2004-01-21
543384,165,3,4,2005-12-26
3408578,652,3,4,2004-02-18
3626935,705,3,4,2004-03-06
1121035,257,3,4,2004-08-19
3668606,708,3,3,2004-01-25
3795538,723,3,3,2004-01-21
716736,191,3,4,2004-01-21
1670464,329,3,5,2004-01-21
702513,189,3,4,2005-02-14
2863303,528,3,5,2005-07-08
3484584,661,3,3,2004-03-05
3488031,662,3,3,2004-08-08
3,1,3,4,2005-12-26
3416817,658,3,3,2004-08-08
3577332,692,3,4,2004-02-18
3567506,689,3,4,2004-02-25
3613607,696,3,4,2004-03-03
3612551,694,3,5,2005-03-12
547950,166,3,4,2004-08-08
1497801,312,3,3,2004-02-02
2915144,548,3,4,2004-03-03
3516755,672,3,4,2004-02-02
2922969,550,3,3,2004-01-21
1376948,299,3,4,2004-02-02
1150161,262,3,4,2005-01-24
4028458,763,3,4,2004-03-02
817055,197,3,4,2005-01-19
3345928,629,3,5,2004-07-20
1904143,357,3,4,2004-05-14
4146005,798,3,3,2004-01-25
3893652,758,3,4,2004-10-19
31469,18,3,3,2004-10-19
1736707,330,3,3,2004-02-18
2600101,482,3,4,2005-06-09
3013456,571,3,4,2001-12-24
3369116,636,3,3,2004-02-02
1763761,331,3,4,2004-01-25
224734,44,3,5,2005-09-04
4855663,985,3,4,2004-01-25
2314522,443,3,5,2004-03-05
312390,81,3,3,2005-11-28
1110673,256,81,4,2004-06-25
3790508,722,81,4,2004-11-01
3909685,758,81,4,2005-01-06
464042,143,81,4,2005-06-08
2320237,443,81,4,2004-08-25
2928048,550,81,3,2004-07-04
3666617,707,81,3,2005-01-06
249767,52,81,4,2005-07-21
3797688,723,81,3,2004-05-13
4158310,798,81,4,2004-06-01
362089,108,81,4,2004-09-29
2264556,431,81,4,2004-05-18
81,1,81,3,2004-06-03
2568538,473,81,3,2004-06-25
4869397,985,81,4,2004-08-02
731791,191,81,2,2004-06-03
3632738,705,81,4,2004-07-04
1916267,357,81,4,2005-06-14
1578572,313,81,2,2004-07-04
3766595,720,81,5,2004-06-03
2670096,483,81,2,2004-07-04
2386821,457,81,4,2004-09-24
4362857,846,81,3,2005-05-14
3037240,571,81,3,2004-05-18
1507918,312,81,3,2005-03-27
3231276,607,81,3,2005-03-27
4879043,985,140,5,2004-02-09
2514665,468,140,5,2004-05-12
2679718,483,140,4,2004-02-08
4068486,788,140,1,2005-03-01
3921149,758,140,4,2005-03-07
3799152,723,140,3,2004-02-13
2399641,457,140,5,2004-10-21
4955888,989,140,2,2005-01-25
742463,191,140,5,2004-03-08
3687639,708,140,5,2004-02-13
2028045,362,140,3,2004-02-09
2931634,550,140,4,2004-02-25
140,1,140,3,2004-05-12
3241914,607,140,4,2004-02-20
3054066,571,140,4,2004-03-22
161,1,161,4,2004-11-09
129009,30,161,5,2005-01-28
2091794,393,137,3,2003-10-18
2756567,489,137,3,2003-02-28
3009802,569,137,4,2003-06-03
2979042,555,137,4,2003-07-23
1870154,348,137,2,2004-01-20
336982,89,137,3,2003-02-12
1924061,357,137,2,2004-10-25
4783374,962,137,1,2003-05-05
677844,185,137,2,2003-05-31
2064083,381,137,2,2004-01-28
2614230,482,137,2,2003-12-26
673797,181,137,3,2005-05-14
2559500,470,137,2,2003-10-18
3760405,718,137,3,2004-05-08
2748871,486,137,3,2004-11-22
137,1,137,2,2004-07-12
2288244,439,137,3,2003-05-15
2062006,380,137,2,2004-11-12
3687144,708,137,3,2003-03-17
3053365,571,137,2,2004-11-22
3615439,696,137,2,2004-02-20
3516412,671,137,3,2004-02-05
966872,219,137,3,2004-03-15
4050879,783,137,2,2004-07-12
318514,83,137,3,2003-06-12
3585734,692,137,3,2004-11-22
1687411,329,137,2,2004-10-19
1004507,232,137,2,2003-08-21
47878,26,137,2,2005-03-15
3007894,566,137,1,2003-11-26
2398789,457,137,2,2004-08-25
991858,224,137,3,2003-08-11
959635,216,137,3,2003-05-12
2822878,511,137,2,2004-07-20
2177002,411,137,2,2004-03-22
938075,206,108,3,2005-10-06
2495420,463,108,4,2005-12-08
33573,18,108,4,2002-02-28
3744467,711,108,4,2005-08-22
4706248,937,108,3,2005-09-28
905404,199,108,4,2002-09-27
595417,175,108,3,2002-09-20
3767947,720,108,5,2004-09-20
4498557,886,108,4,2005-07-10
972243,223,108,3,2005-07-08
1819354,334,108,3,2005-08-17
2974096,554,108,3,2003-08-19
4162171,798,108,4,2002-02-04
4854210,984,108,4,2002-09-27
1477963,311,108,4,2004-12-29
4675811,918,108,5,2003-08-27
1392330,299,108,4,2002-10-05
2211168,416,108,3,2005-01-13
8169,8,108,5,2004-10-09
2238392,424,108,4,2005-02-25
3044452,571,108,5,2003-08-28
3533981,677,108,2,2004-09-22
4756515,953,108,2,2005-11-18
1869437,348,108,5,2002-03-28
1998581,361,108,3,2005-05-13
4440900,872,108,2,2002-10-08
1510951,312,108,3,2002-02-04
1067452,248,108,1,2003-10-03
108,1,108,3,2005-08-11
4231587,807,108,3,2005-08-17
383255,111,45,2,2004-03-09
1862330,345,45,4,2004-11-16
3902091,758,45,2,2005-07-29
2494237,462,45,5,2005-11-18
42830,21,45,1,2004-12-17
4862992,985,45,5,2004-03-03
1265691,280,45,4,2005-07-07
451984,138,45,4,2004-04-10
2503910,468,45,4,2004-05-07
4629687,897,45,4,2005-09-01
1994326,361,45,3,2005-06-01
4372162,851,45,5,2004-10-24
4485724,886,45,3,2005-07-29
1292239,289,45,1,2003-08-28
4641120,898,45,3,2004-09-03
4274826,819,45,4,2004-01-20
102504,30,45,3,2004-05-07
46843,26,45,3,2004-09-03
3192930,588,45,5,2005-12-03
3892389,755,45,3,2004-01-05
4727034,940,45,5,2005-09-14
55767,28,45,4,2003-07-05
823577,197,45,3,2004-08-29
936633,202,45,2,2004-12-25
1344600,293,45,4,2004-01-13
6367,8,45,3,2005-04-22
3576258,690,45,4,2005-10-30
45,1,45,5,2005-10-06
1383363,299,45,5,2004-12-17
4595816,895,45,5,2003-09-26
1814677,334,45,2,2005-08-11
1104538,255,45,4,2004-06-11
3612613,694,45,5,2005-09-10
2997611,564,45,4,2004-07-15
4330565,832,125,5,2005-09-15
1307620,290,125,5,2005-10-13
2115931,403,125,5,2005-09-15
1902681,356,125,3,2005-09-16
1012446,239,125,5,2005-09-15
2323208,443,125,5,2005-09-15
4234893,808,125,5,2005-09-16
2135301,406,125,5,2005-07-05
1192714,270,125,5,2005-09-15
2222137,418,125,4,2005-09-16
2613238,482,125,5,2005-09-15
1080329,252,125,5,2005-09-15
4850560,980,125,5,2005-09-16
2847645,517,125,5,2005-09-15
4782989,962,125,5,2005-09-15
420254,118,125,5,2005-09-15
4165185,798,125,5,2005-09-15
4605252,896,125,5,2005-09-15
2113239,401,125,5,2005-09-15
3384507,638,125,5,2005-09-15
2869909,528,125,4,2005-09-14
973159,223,125,5,2005-09-15
266249,58,125,5,2005-09-15
4744814,942,125,5,2005-09-16
3239438,607,125,5,2005-07-05
4696470,930,125,5,2005-09-16
1774957,331,125,5,2005-09-16
4375921,851,125,5,2005-09-15
705739,189,125,5,2005-09-15
2063965,381,125,5,2005-09-15
836167,197,125,5,2005-07-05
3626099,701,125,2,2005-09-16
3615306,696,125,5,2005-09-15
3195699,591,125,4,2005-09-16
4876875,985,125,5,2005-09-15
2173348,408,125,5,2005-09-15
3863684,748,125,3,2005-09-15
4808044,963,125,1,2005-07-05
3133,5,125,5,2005-09-15
1820683,334,125,5,2005-07-05
2513217,468,125,5,2005-09-15
4342841,836,125,5,2005-09-16
2914699,547,125,5,2005-09-15
2396788,457,125,5,2005-09-15
3530885,676,125,5,2005-09-16
1586953,313,125,4,2005-07-05
1352190,295,125,5,2005-09-16
700469,188,125,3,2005-06-26
4415577,862,125,5,2005-09-15
1854291,338,125,5,2005-09-15
286116,73,125,5,2005-09-16
3372270,636,125,5,2005-09-15
120747,30,125,5,2005-09-15
4293817,824,125,5,2005-09-15
3829937,734,125,5,2005-09-16
2272552,433,125,5,2005-09-15
3174602,579,125,5,2005-09-15
4277307,819,125,4,2005-07-05
3874142,751,125,5,2005-09-15
467197,143,125,5,2005-09-15
1982193,358,125,5,2005-09-16
125,1,125,5,2005-09-16
3050181,571,125,5,2005-07-05
2930809,550,125,5,2005-09-15
2101039,394,125,5,2005-09-15
3543122,681,125,5,2005-09-15
4293398,823,125,3,2005-07-05
3622439,700,125,5,2005-09-15
1880342,350,125,5,2005-09-15
3665755,706,125,5,2005-09-15
4729843,940,125,5,2005-09-15
3359894,631,125,5,2005-07-05
4118962,789,125,5,2005-09-15
224021,40,125,3,2005-07-05
4949733,988,125,1,2005-07-05
740057,191,125,5,2005-09-15
4707051,937,125,5,2005-07-05
2295152,442,125,5,2005-09-15
2893050,532,125,5,2005-09-16
2892480,531,125,5,2005-09-16
2891882,529,125,5,2005-09-15
1279533,285,125,5,2005-09-15
3844350,746,125,5,2005-09-15
4472759,883,125,5,2005-09-15
4314759,831,125,5,2005-09-16
502960,148,125,5,2005-09-15
4016881,760,125,5,2005-09-15
1743030,330,125,5,2005-09-15
566834,168,125,5,2005-09-16
2677504,483,125,5,2005-07-04
598791,175,125,5,2005-09-15
3524403,674,134,4,2005-05-18
3172327,577,134,4,2003-10-13
2748813,486,134,4,2003-07-31
134,1,134,4,2005-06-06
4707196,937,134,4,2005-07-05
2069792,384,134,4,2005-09-19
2495505,463,134,4,2003-08-03
3215081,606,134,4,2005-09-27
1479103,311,134,4,2005-11-02
4673822,916,134,4,2005-08-17
4979784,993,134,4,2003-07-17
4589498,892,134,4,2003-09-30
3178212,580,134,4,2005-10-25
4401941,859,134,4,2004-12-06
3389779,642,134,4,2005-03-03
4231715,807,134,4,2003-08-09
2231165,422,134,4,2004-09-14
4773641,957,134,4,2004-10-11
3414104,655,134,4,2005-03-28
1100150,253,134,4,2005-08-12
2999360,564,134,4,2003-10-13
1663583,315,134,4,2005-04-20
2816282,504,134,4,2003-08-13
2981724,560,134,4,2005-10-03
354437,104,134,4,2004-10-15
1290317,286,134,4,2004-09-14
933791,200,134,4,2005-07-25
2104487,397,134,4,2005-08-12
3612743,694,134,4,2005-08-05
4290431,822,134,4,2005-06-15
1666969,322,134,4,2005-06-22
3501414,667,134,4,2005-03-14
4376184,851,134,4,2003-09-08
3612559,694,6,4,2004-08-13
2986052,563,6,5,2003-03-03
2499521,468,6,5,2004-04-22
6,1,6,4,2004-08-05
2370251,457,6,5,2004-08-20
717852,191,6,5,2004-03-29
172,1,172,3,2005-08-31
2003031,361,172,5,2005-05-23
1311930,290,172,1,2005-02-10
2326533,443,172,3,2005-05-09
4430491,863,109,4,2004-09-19
3172242,577,109,4,2004-12-02
1852101,337,109,4,2005-07-16
3490339,662,109,5,2004-11-17
1819392,334,109,3,2005-06-29
4030821,763,109,4,2004-09-19
363009,108,109,4,2004-10-18
2929685,550,109,4,2004-09-18
1477937,311,109,3,2004-09-18
736670,191,109,4,2004-11-17
3425590,658,109,2,2004-12-14
2895058,533,109,4,2005-07-16
4276755,819,109,3,2005-02-15
3192359,587,109,4,2004-09-19
677720,185,109,3,2005-08-28
2091142,393,109,3,2004-11-20
4262038,818,109,4,2004-12-02
116639,30,109,4,2004-09-18
2511213,468,109,4,2004-09-19
1583440,313,109,4,2004-09-19
2230903,422,109,4,2005-06-26
2100981,394,109,4,2005-07-16
530265,155,109,2,2005-08-29
959190,216,109,3,2004-12-14
4295730,825,109,4,2005-10-03
549828,166,109,4,2004-09-19
4774767,960,109,4,2005-06-26
1167001,269,109,4,2004-09-19
3335741,621,109,3,2005-07-30
994174,225,109,3,2005-03-22
2222057,418,109,3,2005-08-24
1099958,253,109,4,2005-06-22
3199459,597,109,1,2005-05-06
1276182,284,109,3,2005-07-07
3009564,569,109,3,2005-07-16
354279,104,109,4,2005-08-31
3583971,692,109,3,2005-02-15
436211,122,109,3,2004-11-20
47539,26,109,3,2004-09-18
1305797,290,109,2,2005-08-28
442909,127,109,4,2005-08-31
4782249,962,109,3,2004-09-18
2916644,548,109,3,2004-09-18
1151041,262,109,4,2005-06-22
4414920,862,109,4,2004-11-09
3193151,588,109,4,2005-07-16
4631136,897,109,3,2005-08-29
2294266,442,109,5,2005-04-22
465840,143,109,4,2004-09-18
2061978,380,109,4,2004-09-18
109,1,109,5,2004-09-19
3555348,686,109,3,2004-09-19
2250621,425,109,4,2005-10-17
4699434,934,109,4,2004-09-19
2272197,433,109,4,2004-09-19
2115915,403,109,4,2005-08-31
1265031,279,109,3,2005-10-27
4293790,824,109,4,2005-05-03
3615044,696,109,3,2004-09-18
317492,83,109,5,2004-09-18
4016554,760,109,4,2005-08-01
4753127,952,109,4,2005-07-16
4498662,886,109,4,2005-02-03
4654961,904,109,4,2005-01-29
254876,55,109,1,2005-06-23
4854213,984,109,4,2004-09-19
1271101,283,109,4,2004-09-19
4001251,759,109,3,2004-09-18
2027820,362,109,2,2005-01-10
33577,18,109,5,2004-12-04
2109502,400,109,5,2004-09-19
3767946,720,109,3,2004-09-19
3173969,578,109,3,2005-07-07
4255247,817,109,3,2005-07-16
379107,110,109,4,2005-07-16
1079497,252,109,4,2004-11-09
293013,77,109,4,2005-05-03
833265,197,109,3,2004-09-27
4244114,811,109,4,2005-06-15
304766,78,109,4,2004-12-02
439727,125,109,4,2004-09-19
1879604,349,109,3,2004-09-19
905507,199,109,4,2004-11-23
705220,189,109,3,2005-07-16
4345451,839,109,4,2005-10-12
1742071,330,109,4,2004-11-20
575368,173,109,4,2005-05-06
4144310,794,109,4,2005-02-07
2853108,518,109,4,2005-10-17
1351210,295,109,4,2005-06-26
2063732,381,109,4,2005-01-05
595652,175,109,4,2004-11-23
1008284,233,109,4,2004-11-23
386894,111,109,3,2004-09-18
1027987,241,109,5,2004-11-18
4346907,840,109,5,2004-09-19
3371785,636,109,4,2005-08-31
1227649,273,109,3,2005-03-22
2102654,395,109,4,2005-06-25
1919883,357,109,3,2004-11-17
2173248,408,109,4,2004-12-02
542836,164,109,3,2005-10-30
2259017,427,109,4,2005-02-15
25730,17,109,2,2005-06-30
309419,79,109,3,2005-08-31
3634643,705,109,4,2004-09-19
3348287,629,109,4,2004-11-18
4806832,963,109,4,2005-06-07
3500861,666,109,3,2005-10-20
3914712,758,109,3,2004-11-07
1105117,255,109,4,2005-06-26
286092,73,109,4,2005-08-31
2892278,530,109,3,2004-11-20
2595123,477,109,4,2005-06-26
4349996,842,109,4,2004-09-19
4850516,980,109,4,2004-11-23
242870,47,109,4,2004-09-19
4706188,937,109,4,2004-09-18
502211,148,109,3,2005-01-25
1683821,329,109,1,2004-12-02
3201837,599,109,4,2004-09-19
2674507,483,109,4,2004-10-25
1126643,257,109,4,2005-07-03
60630,28,109,4,2004-11-09
566785,168,109,3,2005-08-31
3359649,631,109,3,2005-10-15
2868964,528,109,3,2005-09-16
2801777,501,109,4,2004-09-19
4314105,831,109,4,2004-12-02
1392652,299,109,3,2005-06-07
4663222,908,109,4,2005-08-31
4970017,990,109,4,2005-06-26
3409631,652,109,3,2004-09-18
2083986,390,109,4,2004-09-18
4395346,852,109,3,2005-10-03
3516383,671,109,3,2005-08-29
2818534,505,109,3,2005-07-16
4979640,993,109,4,2004-09-19
3236003,607,109,4,2004-09-19
2596992,478,109,3,2005-05-06
2352630,445,109,4,2004-11-18
1065207,246,109,4,2004-09-19
4042637,769,109,3,2005-05-06
3683294,708,109,5,2004-09-19
2055156,378,109,3,2004-11-20
3188304,585,109,4,2005-10-06
2133658,406,109,3,2005-06-26
2392508,457,109,3,2004-09-27
1015153,240,109,4,2005-06-26
3044909,571,109,3,2005-01-03
569618,171,109,4,2005-07-16
3612710,694,109,4,2005-07-23
4949662,988,109,5,2004-09-19
3798341,723,109,4,2004-12-02
4974056,992,109,5,2004-09-19
3542971,681,109,3,2005-05-03
4238531,809,109,1,2005-10-27
1811110,333,109,5,2005-07-16
1859925,344,109,4,2004-09-19
2822121,509,109,3,2005-08-14
226495,44,109,3,2005-06-26
3184977,582,109,2,2005-08-31
2998868,564,109,3,2004-09-18
2761703,492,109,3,2005-08-29
1012350,239,109,4,2005-10-18
3610617,693,109,3,2005-08-31
4375135,851,109,3,2005-12-31
4873839,985,109,4,2004-09-19
3524037,674,109,3,2005-01-13
2049070,371,109,5,2005-01-07
4401434,859,109,4,2005-02-15
4984963,994,109,4,2005-02-15
2597709,479,109,4,2005-06-26
4050816,783,109,3,2005-02-07
4591752,894,109,3,2004-09-18
1004231,232,109,3,2005-07-16
1292748,289,109,3,2005-05-06
4657124,907,109,4,2005-06-22
1111277,256,109,2,2004-12-06
1982084,358,109,4,2004-09-18
2746873,485,109,3,2005-05-06
1461134,305,109,4,2005-07-16
4472607,883,109,4,2004-09-18
4162346,798,109,4,2004-09-18
544281,165,109,3,2005-06-26
312159,80,109,3,2004-09-18
3760296,718,109,3,2005-08-31
2906246,535,109,5,2004-11-09
4749628,947,109,4,2005-05-06
4954742,989,109,4,2004-12-20
2793573,499,109,4,2004-09-18
1158252,268,109,4,2004-09-19
3756467,712,109,4,2005-08-21
4397553,857,109,3,2005-06-26
333015,84,109,3,2005-04-03
1072414,249,109,3,2004-09-19
419657,118,109,3,2004-09-19
3744476,711,109,5,2004-09-19
265606,58,109,4,2004-09-18
2255127,426,109,3,2004-12-02
1279049,285,109,4,2004-09-19
4729244,940,109,3,2004-12-02
2560849,471,109,4,2005-07-03
3174556,579,109,5,2005-06-26
3873786,751,109,3,2005-07-16
1072725,250,109,5,2004-09-19
2748645,486,109,4,2004-12-02
1472101,309,109,3,2004-09-18
3843517,746,109,4,2004-10-18
4231582,807,109,3,2005-07-16
2798284,500,109,5,2005-07-03
1869474,348,109,4,2004-11-20
700385,188,109,3,2005-03-22
4604274,896,109,4,2005-06-26
2988116,563,109,4,2004-11-07
4366810,849,109,4,2004-09-18
4343858,837,174,4,2005-02-13
550945,166,174,3,2003-06-26
3639362,705,174,4,2002-10-07
3063773,571,174,4,2002-03-31
3000257,564,174,4,2003-02-12
3622874,700,174,3,2002-07-31
3389878,642,174,5,2004-08-30
4245518,811,174,3,2002-04-25
4974786,992,174,4,2002-05-04
453439,138,174,2,2005-01-24
1852390,337,174,3,2002-05-01
3178930,580,174,2,2005-12-13
1401810,299,174,3,2003-03-11
2173617,408,174,4,2002-01-12
2599583,481,174,3,2003-04-22
1195948,270,174,4,2003-12-19
1519014,312,174,4,2002-01-11
22480,16,174,4,2002-01-29
4278690,819,174,4,2002-01-12
2080709,386,174,2,2002-05-04
3203042,599,174,3,2002-03-13
2288974,441,174,3,2005-01-24
942827,209,174,3,2004-09-26
3890929,754,174,4,2002-04-15
3884223,752,174,4,2004-04-29
4402880,859,174,3,2002-04-25
1290327,286,174,2,2005-01-22
4884715,985,174,4,2003-05-13
4052138,785,174,2,2002-10-10
3587882,692,174,3,2002-05-04
2101170,394,174,3,2002-05-31
255178,55,174,4,2002-01-12
2406974,457,174,4,2004-08-30
3367927,634,174,4,2003-11-18
1811172,333,174,3,2005-01-22
379340,110,174,3,2002-08-15
2872686,528,174,2,2005-12-13
748747,191,174,4,2004-02-02
3612824,694,174,4,2002-03-18
259795,57,174,3,2002-03-16
131781,30,174,3,2005-12-31
706975,189,174,4,2002-01-12
4444817,872,174,4,2002-03-02
4980066,993,174,2,2002-04-15
4757374,953,174,3,2002-01-12
497357,146,174,2,2002-09-26
2685357,483,174,3,2002-01-28
4229782,805,174,3,2005-01-22
4032278,763,174,3,2002-03-13
1354733,295,174,1,2002-12-11
4709180,937,174,4,2002-05-04
1082453,252,174,2,2003-12-19
3248250,607,174,5,2002-04-09
221437,36,174,3,2005-01-22
667888,176,174,3,2005-01-22
422063,118,174,1,2002-10-03
2749163,486,174,3,2003-03-16
1691924,329,174,4,2002-01-12
1745371,330,174,4,2002-04-16
267828,58,174,3,2004-09-03
4837552,964,174,4,2003-11-18
3771277,720,174,4,2004-11-07
4231953,807,174,4,2005-01-22
544834,165,174,4,2004-12-23
4657724,907,174,4,2004-11-11
3501501,667,174,3,2005-01-22
294662,77,174,2,2002-01-29
960226,216,174,2,2005-04-10
2772068,494,174,4,2005-06-13
1481050,311,174,4,2002-04-04
4121742,789,174,3,2002-03-31
1779148,331,174,5,2002-01-19
3357816,630,174,2,2003-11-17
4072098,788,174,5,2002-02-10
2092633,393,174,3,2002-03-18
174,1,174,4,2005-03-26
286187,73,174,3,2005-01-22
3557173,686,174,3,2003-04-22
1293320,289,174,1,2002-01-29
2572633,473,174,5,2002-02-10
3927586,758,174,4,2004-10-25
4172382,798,174,4,2002-03-15
4263826,818,174,3,2002-05-04
540782,160,174,3,2003-11-18
3414176,655,174,2,2005-01-22
2064530,381,174,2,2002-04-15
2618162,482,174,2,2003-09-08
238005,46,174,5,2002-01-19
3525024,674,174,3,2002-12-17
3373478,636,174,3,2002-05-04
1169661,269,174,5,2002-04-15
2518472,468,174,3,2004-07-11
4986609,994,174,2,2002-08-02
2798355,500,174,4,2005-01-22
319830,83,174,3,2002-07-30
154,1,154,1,2004-12-14
3924883,758,154,4,2004-10-19
550856,166,165,1,2005-12-10
4632547,897,165,4,2005-10-06
3247074,607,165,4,2005-10-03
165,1,165,4,2005-10-31
3357812,630,165,5,2005-10-16
2405655,457,165,1,2005-10-03
1082171,252,165,3,2005-10-10
3812394,725,165,4,2005-10-31
64935,28,165,3,2005-10-10
2261671,429,165,2,2005-10-10
4850675,980,165,5,2005-10-10
4731240,940,165,3,2005-10-10
542895,164,165,1,2005-10-21
2028256,362,165,1,2005-10-03
1594410,313,165,5,2005-09-09
1105646,255,165,3,2005-10-10
4263659,818,165,3,2005-10-03
4228501,801,165,2,2005-11-03
1195496,270,165,1,2005-09-09
4171397,798,165,4,2005-10-03
1231211,273,165,4,2005-10-10
4026885,762,165,4,2005-09-29
594964,175,105,3,2003-04-04
4954650,989,105,4,2004-12-22
3612706,694,105,4,2003-06-19
4854198,984,105,5,2004-02-26
2321737,443,105,4,2003-05-08
105,1,105,3,2005-01-03
4414780,862,105,3,2003-07-15
4117655,789,105,4,2003-01-04
465564,143,105,3,2003-01-04
2294076,442,105,4,2004-08-24
3682767,708,105,3,2003-01-09
1683309,329,105,2,2003-08-13
2391719,457,105,2,2004-09-13
1982063,358,105,4,2004-08-02
3914028,758,105,3,2004-10-13
